"","KRAB.Day5.1","KRAB.Day5.2","KRAB.Day5.3","KRAB.Day7.1","KRAB.Day7.2","KRAB.Day7.3","KRAB.Day14.1","KRAB.Day14.2","KRAB.Day14.3","KRAB.Day21.1","KRAB.Day21.2","KRAB.Day21.3","SID.Day5.1","SID.Day5.2","SID.Day5.3","SID.Day7.1","SID.Day7.2","SID.Day7.3","SID.Day14.1","SID.Day14.2","SID.Day14.3","SID.Day21.1","SID.Day21.2","SID.Day21.3","KRAB.Day5.1.1","KRAB.Day5.2.1","KRAB.Day5.3.1","KRAB.Day7.1.1","KRAB.Day7.2.1","KRAB.Day7.3.1","KRAB.Day14.1.1","KRAB.Day14.2.1","KRAB.Day14.3.1","KRAB.Day21.1.1","KRAB.Day21.2.1","KRAB.Day21.3.1","SID.Day5.1.1","SID.Day5.2.1","SID.Day5.3.1","SID.Day7.1.1","SID.Day7.2.1","SID.Day7.3.1","SID.Day14.1.1","SID.Day14.2.1","SID.Day14.3.1","SID.Day21.1.1","SID.Day21.2.1","SID.Day21.3.1"
"PARP1-1-NT-5",6905.7207847792,7262.20616011371,7145.51930204058,7202.56123453012,6879.72902916939,7176.14475501586,7217.41841801295,6272.77592948519,6532.04365314176,6580.04262558002,5104.54384977405,6395.3302698283,6917.09357247552,7315.95304690437,6943.64640878125,6808.27519992646,7179.37221988925,8170.73854661853,7785.84819313421,7094.58120529719,8174.09444810619,7742.83009068156,6785.89263760782,6363.86883347222,7457.62023260281,8316.91743206995,8482.04893429927,7848.31164143834,7369.20365423628,7998.03653797276,8979.68094133326,9635.13055969158,7716.74646992013,7240.7672880689,6987.57884039078,6366.36697076533,8489.44128183086,7368.06569854692,7290.74917917829,6649.08303121555,6873.96890452412,7258.04717192904,6288.78416169487,8281.31048370876,8008.96190912394,7094.08410244085,9375.09672159033,9561.87206723492
"PARP1-2-NT-1",10547.6884296053,9510.1158538384,11211.2775037224,10246.4262432098,9335.5387699355,9853.27272983228,10298.0340547138,8973.63054366528,12190.6276251496,11036.692173097,9824.95265527504,10504.9278304755,10829.945254784,9480.32754831012,9303.72134866598,10359.2688689128,10426.6427911293,7814.82880623266,9662.94179414825,9115.18977642614,8579.13498957401,12359.6728776718,6936.97183307309,11298.0491857216,9873.02557935052,8892.3551412418,10034.5962417318,10726.9996069317,9280.1708191334,9814.54952059425,13500.6435202277,8442.39426735456,9424.18436408457,12724.6546693733,8896.18801203478,8508.68249985505,10582.367257819,9761.57930873854,9813.49444075585,10453.6338133349,10670.2127465091,9667.71883300948,10286.2011069283,11965.7105840929,9380.00575948741,8334.28742561295,9918.911982111,8703.98805121165
"PARP1-2-NT-2",11388.7528530292,11511.131700449,12418.8279845879,11248.5217193183,11176.3779122676,12061.8213895951,12090.4531581777,11580.25655873,12371.9117099132,11116.8647046397,11298.3331620151,12377.0322137473,11698.3510738219,12279.3251140199,12393.6713162558,12399.9418280403,11726.9852208346,11738.3777842465,9581.13677266707,12231.0267614714,11200.5098386335,9549.7194552328,10481.9720518291,12501.9474489411,12297.4268491774,11177.0979668207,13620.80163531,12021.7024758639,13578.3859560809,12310.2135760414,11813.6982252651,14287.9099044119,13237.280491947,12311.3227832164,14576.5924792503,12310.5123719586,11960.6355834698,12353.6952052634,12828.9513759078,11327.5082226732,11349.0458956949,11326.5580280283,12239.6852265885,13829.8843932875,10970.2996925316,10089.1398088483,11097.0126836046,10832.4575252649
"PARP1-2-NT-3",13520.5073350407,14068.2465455594,14722.3066329617,15738.6802949585,14524.0986534115,15210.8054578921,16868.003890027,14919.8934204017,15192.963510246,18445.5772938899,13384.6730925008,14539.6001608711,14459.3589267121,14821.2601726698,13680.7862603226,15835.3994427241,14740.0029278998,15209.2095724895,15487.6804182607,16773.0034191829,13277.2091429319,17555.5839563977,17827.3450649019,8842.81773953407,13555.7315898714,14671.299360117,14820.2833027866,13013.9310937573,13625.1374463536,15620.474674991,13052.2311037204,14854.7365944234,14554.1351489799,12428.9161436092,13189.5071887959,13594.6166672441,13302.6770236195,15532.9142749328,14756.7530566015,14331.0074628991,14958.349531981,15328.9956271141,14776.4075533426,15648.5125929132,16714.6518587666,16483.9066590855,20401.522780886,15669.2802124875
"PARP1-2-NT-4",10116.5767911836,10097.9583469672,11235.8005877175,10682.9159073225,9935.23691973286,11455.6173806098,9920.28591655395,8472.90415069152,9748.6243656862,11744.0968631791,10508.3195803969,11005.7978628421,10163.5644005918,9606.56360088415,10054.3562948238,9702.24456010784,9624.68528163278,10682.0376747812,11566.5667534805,10771.6983489893,10809.3337655778,9772.51352679887,10918.6396619481,9964.17924239098,11587.8734163106,12372.3831919477,12474.9859451066,12394.8482808836,11244.707399968,12587.8297854426,12602.5483970812,10923.8765845387,13350.7460133483,12003.2983839785,12178.4237933282,12858.482539425,10306.5489250275,12072.012281221,12063.3650625223,10962.5058016996,12279.5694894249,12634.0076289303,11075.2880929964,11050.8031638066,12397.8613419861,9910.52631153224,11374.3882918043,13351.6559108478
"PARP1-2-NT-5",9731.75014461704,7993.48222156599,9001.66307339905,9165.31939302348,9721.42263882039,10460.5689982933,9730.15547894353,9715.40684135287,9195.07777531161,9555.85835519191,9246.16157778545,9250.70000352472,9414.76540153708,9747.71845967148,8950.80273497026,8743.15610933104,9845.79130138965,8586.44112338922,8965.38816503172,10193.8238204346,8462.27732724344,12063.2684300377,10747.0916722585,10934.6977004473,9536.80295426785,8874.40224062724,9291.74613526468,10994.6092246731,8668.50548806542,9410.13282800639,11441.5032166627,8041.73826822587,8135.69608740201,9838.35196540304,8400.74032490463,7825.78500472105,8864.88354975005,9736.25949534147,10542.1850281951,8855.08306454525,10901.0160172323,12234.5647569855,9983.6657802539,11418.364223485,10502.5661828127,9305.05682910485,10127.6893216162,10171.3709561245
"PARP1-3-NT-1",12363.3825386635,12098.9741935778,10845.1224909669,12757.4462535356,12096.7974834337,13663.073780897,12733.7138457759,11185.8112601073,13133.8865260856,12713.2412885915,12888.7143695715,13492.6996833836,11414.9130634415,13298.3943384357,12711.6258567681,12149.3817102756,11491.5371889854,12847.8670816094,13460.2424534434,12961.1790374155,11159.9067525695,12389.117028099,12350.4805531641,10910.980240573,9521.06008887937,10258.6653669602,9507.35155273105,10575.2913377191,9195.43374301411,11565.7410421802,11078.2002389825,9720.98541664773,8325.53263282349,9917.33258059225,9262.09589641783,11043.8476632423,8463.9177943188,9235.40193658071,9862.68874201757,8485.64022482497,9862.92347832358,8947.92077554507,7411.59568337291,8830.2549358805,10855.3152047257,7376.63652757363,8617.53323252863,12820.4938697465
"PARP1-3-NT-2",13051.0452747962,14063.5438056144,13120.6955610014,13165.0293173759,14452.8272264407,14294.3997578223,15171.9063738989,16229.2326755519,13652.5335065591,14085.6063873507,14977.1251089212,13688.7369296582,13568.8409224672,16411.8344351026,14582.2037720841,13773.8464737829,13977.4859516572,12905.7617327121,12820.1734340164,14846.1042310629,13771.3784099061,11504.8110436011,12376.7975743097,11329.3562327557,13651.3132725872,12648.2909277083,12406.2558338619,14035.3706206296,11309.9646884737,14422.5943527652,13542.5630945755,12109.2275128365,12758.3250698779,14133.1423069143,12801.7289481049,14155.4370563932,12143.4166875883,13040.4951436589,14380.8778485236,13315.9277374177,13468.0496798455,12965.3750239521,12694.008036749,11713.2121170095,14271.7187152974,14450.5383139336,15829.2990457223,14585.9389272198
"PARP1-3-NT-3",12433.4712406155,12881.9803944254,13909.662366777,13126.4871836794,11995.9993224321,13085.2685182785,14038.6619594192,12044.8254659966,13183.327640112,15548.7550880038,13355.6817684048,14028.4663983331,13534.6675453292,12726.8893004187,13129.0094803958,14396.0707662317,12926.9335658935,14301.8770076658,12749.4231451678,14563.9999426299,14930.0518414888,11451.8115728321,16692.7890421821,21547.7866449992,9360.25796383983,9123.85307021897,8663.76005032988,8978.11421774817,9200.30368991752,8745.39090099736,8593.51274128158,10346.8950189732,9103.4260632,8666.80617342971,10888.9139387094,9440.32357184565,9870.17962240212,7578.53664741005,9595.19472890697,9699.65071015577,9215.42108986947,9649.698853824,9616.67275511284,9527.82190348738,8894.73224315407,8218.2391081477,6705.72930934537,7585.299651698
"PARP1-3-NT-4",12656.9616298586,11904.9861708453,12904.2159229751,11878.6856052558,13234.0858252396,14091.2394953515,12830.0354331116,13804.4897704077,11430.5916761939,11279.5677833585,10467.9388075488,12730.1045316451,12925.5773528095,11115.6582293829,12880.9830862505,13047.2221322655,12647.2643300929,11788.679694221,13035.7407203519,11980.1589340413,14662.6656649697,13344.0889736223,11933.3070327826,11230.6915996786,10838.9628199726,11330.1700667974,10284.0959606339,8381.6463021484,9337.63619259361,8216.09494466503,9464.93177166136,9786.53052249597,10945.0587567141,11519.7615065423,10042.6993831017,9822.1587304152,11110.1271125037,10781.4930421392,11227.8306020303,11387.8979176275,11011.7180384841,10368.4958013337,9290.22570158793,9843.44498734158,10917.6796726882,6812.54079311212,11014.4959256097,10394.9175705448
"PARP1-3-NT-5",14008.4833920272,13760.2170791599,14614.9124375346,13787.4847765741,14705.3317105659,13676.1808946048,13511.8247556441,13101.0623211973,13539.1097743808,12660.1859368354,12966.3697019717,11759.1556574262,13506.5247641566,12973.6234031771,13237.1795818072,13265.7662349825,15349.5384418241,14536.3028899999,12973.8342176094,15307.8181702629,14429.9406594809,10026.714692154,13389.5155361704,17499.6905936536,12337.9085030335,12272.2249043086,13002.2306341073,15135.0200005742,13070.9374887458,13580.1396273506,15465.7823540434,13296.4247821441,14274.835403992,13458.296828242,14700.2441091452,15395.4834487669,13113.3092130463,12651.203012679,13001.9000912811,13890.5179232326,13625.7478421948,13235.6747117343,13728.4501331097,13286.5332615891,11684.5677396648,13318.3103817944,13887.669788324,9353.61069140745
"PARP2-1-NT-1",19058.8372175867,18327.753250771,19057.8187585904,19767.2968195833,18865.5467191771,18657.9763630412,21122.9053132028,18680.2719339376,18581.1339714705,22119.3656510494,18963.4321721322,19651.9641592686,19125.0300053857,17537.6305039675,18860.9322279122,18712.6647950545,19181.246005827,23456.8246230314,21692.7018449343,19054.2412118053,20608.5419754167,20824.8661255015,21181.3032042309,24915.6659471498,14088.7400323101,13540.2666213999,14136.7482238321,14419.8238742863,13445.9234003082,13427.4026816939,14192.9516420309,11957.8275500321,14356.6615011564,13037.0668805662,12051.4074932321,13051.2358646644,13851.0203359752,13675.0729669229,14922.7838233598,15604.5195594348,15511.8596382402,15199.8524429515,14886.6094249147,13013.2596041761,16952.4163928737,11771.3358541924,11074.1465940397,15967.3423650479
"PARP2-1-NT-2",16814.6763267843,16148.0332862493,14338.3935248994,15105.6257489938,16153.159841316,15099.3949913758,15919.8644390359,16140.4824833618,16222.5020023263,16585.102958974,15746.4306018993,17518.1346566249,15335.8055403707,16491.0188680809,16565.3222979595,15249.3671672857,15460.6890355398,16384.1862620834,16231.6639244341,16053.5886767085,15081.5706748497,20564.7761300609,14701.4677755011,18803.2021883452,16706.5536483383,17044.8617992626,17827.4610468372,18578.1381105293,18942.145475494,17768.3980113959,18922.2418025322,20099.2682327877,19351.3264720732,16198.0466129167,20240.1735954596,17194.5144843349,17253.0542198395,18739.0356463366,19637.7501349127,18040.5332838403,16719.1382850998,20813.0759592282,18094.9393840799,16693.6644756507,20752.7511593396,16368.8674574243,15475.3717463706,26594.4044967215
"PARP2-1-NT-3",14916.9916607257,14148.193124625,14819.5533453563,13891.5485375546,13616.9152043971,14887.4966530999,13856.9073120119,12736.2004199713,13914.2805808168,13731.9040423097,12959.1218709477,15197.5052648608,15094.5817017491,14029.4158428872,13701.5461787753,17068.7120223877,15397.3451487986,15323.100689413,14907.3069550497,15142.850610591,14927.080883972,17580.1207484203,18509.6382057128,13351.981210836,15673.1469846227,14687.3624817195,15543.3617334162,15125.5971267101,16674.6981972674,16655.0513446279,14561.3357802381,14942.4377923894,17104.9273512524,16432.3557713114,13744.6777719978,13874.56792533,16149.7808886735,15343.0156744548,15314.0322505819,16459.7442100373,15344.7622476714,17533.4397474711,18392.276509265,14883.026733844,16321.9505995651,19585.9286407218,15320.2800084525,17689.7976889788
"PARP2-1-NT-4",19725.3411003,20180.6327891131,18827.8091431874,19432.9438097663,18857.4014132376,19440.0341476061,20596.0681094277,20626.2020738094,21640.6664394603,23180.4726861725,21663.7669307956,20894.9018830308,19159.2033825237,19995.7907277273,20137.1208991091,21847.4502684207,19624.6532130151,20835.4307485093,22536.1779448011,20880.5980410721,23392.3291687323,24512.2552306721,24610.3135890491,22453.7936121974,18388.7912641366,18045.4997861477,17990.3419954035,21030.9121773637,19636.5999039199,18966.2783336217,22404.1070536561,21213.5350322078,20370.3341354275,20475.2857066081,20679.2630567193,23743.538177589,18883.2640673834,21340.6464728854,19220.3672351453,18266.9946399189,20966.5450816205,19692.8339198643,22128.743739738,23554.2715591245,21360.8047219742,21221.7053590798,20453.2200268587,21983.0390787434
"PARP2-1-NT-5",23278.7060464321,21072.9776936827,21213.3132794071,22776.4739079362,22533.9888816897,22687.3215687115,23752.0658579565,23023.552944327,25589.1695263179,21020.5303657886,24638.4838639398,25619.2968809476,23178.5955935568,22054.5859851621,22628.3111134319,24055.1633060579,22867.1431135577,23873.4762924431,22619.0884395455,23345.3500420869,22642.6575553065,26293.6263315197,24276.9646545386,22653.9689735365,18085.1788602158,17388.8015794573,17003.6412202736,18531.966028595,19144.7352666757,18157.444948446,20412.2921270737,20626.3985910883,18609.436524449,19552.0900712853,18602.4203750141,19490.1148006388,20054.0511397104,19501.7950249233,18989.768947981,20213.6742184449,19267.373491274,20195.3911171482,20907.1663897642,19564.635970051,21155.1968666603,23177.3717873203,19259.2124804505,18726.3279310559
